DATE,CPIAUCSL_PC1,PPIACO_CH1,PCE_PC1
8/1/2009,-1.95876,-33,-2.60275
9/1/2009,-1.48384,-24,-1.32446
10/1/2009,-1.37794,-22.8,-1.59407
11/1/2009,-0.22397,-11.2,-0.28513
12/1/2009,1.91459,0.6,1.21884
1/1/2010,2.81412,7.2,2.75623
2/1/2010,2.62111,10.7,2.22817
3/1/2010,2.15134,11.7,2.7094
4/1/2010,2.28617,15.2,3.81335
5/1/2010,2.20677,15.3,3.99083
6/1/2010,2.00355,14,3.91942
7/1/2010,1.12156,9.4,3.51283
8/1/2010,1.34078,11.6,3.48517
9/1/2010,1.15018,9.9,2.68246
10/1/2010,1.11831,10.8,3.69913
11/1/2010,1.1667,11.4,3.75356
12/1/2010,1.08454,10.3,4.16679
1/1/2011,1.43779,11.6,3.93243
2/1/2011,1.70078,10.8,4.33622
3/1/2011,2.1249,14.8,4.38159
4/1/2011,2.61924,15.9,4.57325
5/1/2011,3.07723,18.7,4.694
6/1/2011,3.45897,19.3,4.7478
7/1/2011,3.50232,20.4,4.78161
8/1/2011,3.57988,20.5,4.83863
9/1/2011,3.755,18.3,4.6186
10/1/2011,3.81262,18.8,4.77217
11/1/2011,3.52227,14.5,4.35141
12/1/2011,3.45143,13.7,3.90934
1/1/2012,3.06207,10.1,3.65759
2/1/2012,3.00877,8,4.08797
3/1/2012,2.89818,5.8,4.61696
4/1/2012,2.58288,5,3.80361
5/1/2012,2.27316,0.6,3.70339
6/1/2012,1.73794,-2.2,3.36035
7/1/2012,1.65387,-4.1,2.90971
8/1/2012,1.41751,-4.5,2.80684
9/1/2012,1.68593,-0.5,2.83629
10/1/2012,1.94972,0.7,3.01171
11/1/2012,2.15568,2.4,3.22419
12/1/2012,1.79602,0.4,3.50667
1/1/2013,1.7595,1.7,3.41899
2/1/2013,1.68406,1.8,3.13659
3/1/2013,2.01814,2.7,2.61195
4/1/2013,1.51875,-0.2,2.51374
5/1/2013,1.13881,-0.2,2.05561
6/1/2013,1.39039,2.2,2.51627
7/1/2013,1.71579,4.5,2.9462
8/1/2013,1.88547,4.3,2.91058
9/1/2013,1.53881,1.5,2.95435
10/1/2013,1.09473,-0.5,2.76093
11/1/2013,0.8768,-1,2.88293
12/1/2013,1.23287,-0.6,3.14992
1/1/2014,1.51284,0.5,3.38764
2/1/2014,1.55776,1.3,2.68594
3/1/2014,1.12047,1.4,2.97964
4/1/2014,1.61269,3,3.71779
5/1/2014,2.01513,4.8,4.47731
6/1/2014,2.16695,3.9,4.50261
7/1/2014,2.05898,4,4.8266
8/1/2014,1.97424,3.6,4.96959
9/1/2014,1.7151,2.8,5.38343
10/1/2014,1.68405,2.5,5.11925
11/1/2014,1.60954,0.9,5.24177
12/1/2014,1.23152,-0.3,4.89745
1/1/2015,0.65312,-5,4.75
2/1/2015,-0.22993,-11.8,4.715
3/1/2015,-0.08703,-14.6,4.52547
4/1/2015,-0.02203,-15.5,4.36515
5/1/2015,-0.10403,-17.4,4.17866
6/1/2015,0.03503,-14.6,4.37073
7/1/2015,0.17957,-13.5,4.17432
8/1/2015,0.22569,-14.1,4.28399
9/1/2015,0.2413,-15.1,3.86796
10/1/2015,0.00884,-17.3,3.78364
11/1/2015,0.12762,-15.9,3.25251
12/1/2015,0.43632,-15.2,3.28708
1/1/2016,0.63872,-13.5,3.45959
2/1/2016,1.2375,-9.4,3.81783
3/1/2016,0.84728,-9.8,3.97577
4/1/2016,0.89162,-9.4,3.43049
5/1/2016,1.17263,-7.7,3.71506
6/1/2016,1.07848,-8.1,3.5191
7/1/2016,1.07929,-7.2,3.82909
8/1/2016,0.86836,-6.2,3.46188
9/1/2016,1.05532,-5.3,3.50862
10/1/2016,1.54864,-2.2,3.96987
11/1/2016,1.68592,-0.8,4.13722
12/1/2016,1.68433,0.6,4.10966
1/1/2017,2.0508,4.7,4.61129
2/1/2017,2.51123,8.1,4.92723
3/1/2017,2.7539,10.3,4.46448
4/1/2017,2.38827,9.4,4.98659
5/1/2017,2.21012,9.8,4.52828
6/1/2017,1.88348,7.5,4.17136
7/1/2017,1.66346,6,3.90467
8/1/2017,1.74052,5.8,3.96351
9/1/2017,1.93727,7.2,3.96151
10/1/2017,2.22866,7.9,4.44963
11/1/2017,2.03358,8.2,4.49442
12/1/2017,2.21133,9.6,4.90747
1/1/2018,2.10149,8.1,4.84684
2/1/2018,2.09383,7.2,4.52897
3/1/2018,2.22576,7.7,4.54687
4/1/2018,2.35923,7.8,4.6626
5/1/2018,2.45667,7.3,4.9432
6/1/2018,2.75209,10.4,5.50443
7/1/2018,2.83927,10.6,5.37967
8/1/2018,2.89217,10.8,5.61599
9/1/2018,2.66308,9.6,5.67799
10/1/2018,2.28431,8.8,4.76279
11/1/2018,2.53064,9.7,5.11201
12/1/2018,2.20068,6.4,4.82576
1/1/2019,1.92019,4.7,3.21308
2/1/2019,1.49565,1.2,3.69774
3/1/2019,1.47172,-0.1,3.62269
4/1/2019,1.85558,1.5,4.04147
5/1/2019,2.01818,1.8,4.08913
6/1/2019,1.82825,-1.5,3.86492
7/1/2019,1.70056,-3.9,4.04357
8/1/2019,1.8222,-3.6,4.01187
9/1/2019,1.74112,-4.2,3.89088
10/1/2019,1.72454,-5.2,4.00403
11/1/2019,1.77462,-6,3.76714
12/1/2019,2.04373,-3.3,3.5306
1/1/2020,2.26145,-2,4.70957
2/1/2020,2.47424,0.2,4.61765
3/1/2020,2.31451,-2.5,4.50474
4/1/2020,1.51172,-7.7,-3.42032
5/1/2020,0.33917,-16.6,-16.13978
6/1/2020,0.2236,-13.1,-9.16028
7/1/2020,0.72781,-9.1,-3.71811
8/1/2020,1.04679,-7.7,-2.64989
9/1/2020,1.32478,-4.9,-1.73163
10/1/2020,1.40996,-2.9,-0.61677
11/1/2020,1.1947,-2.7,-0.74821
12/1/2020,1.13881,-0.8,-1.49056
1/1/2021,1.30014,1.6,-2.16541
2/1/2021,1.37,5,-0.42808
